Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID2873,2873,713,240,898.2333333,655.1625,0,0,0,8.740387445,1,,25789,25789,25789,25789,6189360,0,1,Infinity,-0.088275613,-0.026383035,9.747897153,7.927443995,1.031559134,1.229639359,240,72,0.581776417,0.928433269,4.647580015
ID2620,2620,40,321,1109.049844,44.23676012,0,0,0,10.10828737,1,,2191,2191,2191,2191,703311,0,-0.452667533,#NAME?,0.075444445,0.138018721,13.39555255,7.969609553,3.080376913,1.680829212,321,82,0.599911506,0.951111111,4.576793692
ID2876,2876,108,322,574.3571429,63.95962733,0,0,0,10.12402012,1,,39357,39357,39357,39357,1.27E+07,0,1,Infinity,0.057675092,-0.050343076,12.9703929,8.025491068,2.567730373,1.616149441,322,84,0.573465326,0.941520468,4.681136986
ID2878,2878,110,242,938.1942149,722.0041322,0,0,0,8.776730169,1,,53438,53438,53438,53438,1.29E+07,0,0.958833582,Infinity,0.034607813,-0.143055785,11.92789461,6.566987422,0.218682431,1.81634193,242,76,0.5264996,0.928982726,4.885465034
ID2880,2880,112,214,982.8971963,629.7616822,0,0,0,8.253382073,1,,1730,1730,1730,1730,370220,0,0.555889429,Infinity,-0.05639765,0.004190961,9.058287898,7.673670706,2.672845001,1.1804374,214,66,0.617356132,0.938596491,4.511667118
ID2882,2882,113,330,1027.345455,751.6909091,0,0,0,10.24901275,1,,20418,20418,20418,20418,6737940,0,1,Infinity,0.018480918,0.023236542,12.0104693,8.892248172,1.115051773,1.350667353,330,84,0.587712911,0.94017094,4.624047814
ID2884,2884,115,209,1181.205742,233.9330144,0,0,0,8.156394192,1,,11203,11203,11203,11203,2341427,0,1,Infinity,0.123688944,-0.059061411,8.710037168,7.856846045,-1.257282519,1.108592063,209,64,0.641203969,0.945701357,4.426972569
ID2630,2630,47,374,457.6764706,687.7486631,0,0,0,10.91090727,1,,23440,23440,23440,23440,8766560,0,1,Infinity,0.121715983,0.210057609,16.88934163,7.279539225,-0.059937565,2.320111356,374,102,0.451732277,0.932668329,5.274294438
ID2888,2888,119,419,880.9904535,328.8138425,0,0,0,11.54867275,1,,22979,22979,22979,22979,9628201,0,1,Infinity,0.153627164,0.162272389,17.86814952,7.711528904,1.38611182,2.317069642,419,112,0.419747233,0.847320526,5.47155805
ID2891,2891,121,236,1103.648305,791.5381356,0,0,0,8.667244841,1,,27333,27333,27333,27333,6450588,0,1,Infinity,0.183693683,0.052144188,10.28534806,7.572509037,1.45237907,1.358248371,236,70,0.605237442,0.953535354,4.556611884
ID2124,2124,38,341,826.0909091,746.5542522,0,0,0,10.4184294,1,,43013,43013,43013,43013,1.47E+07,0,1,Infinity,-0.029965813,0.092470987,15.13826657,7.481197158,0.02860159,2.023508571,341,86,0.579385124,0.949860724,4.657161105
ID2637,2637,159,222,843.9189189,311.9324324,0,0,0,8.406235467,1,,29075,29075,29075,29075,6454650,0,1,Infinity,-0.054072323,-0.04586334,9.012797127,7.846772877,-0.750291211,1.14859921,222,68,0.603316236,0.938689218,4.563861175
ID2127,2127,42,189,871.2116402,890.3121693,0,0,0,7.756324419,1,,37126,37126,37126,37126,7016814,0,1,Infinity,0.115601911,-0.075477496,9.589540173,6.44362083,2.265801243,1.488222294,189,64,0.579844738,0.935643564,4.655314992
ID2895,2895,,204,914.7598039,253.4607843,0,0,0,8.058239062,1,,34757,34757,34757,34757,7090428,0,1,Infinity,0.015112294,-0.01129525,9.041530232,7.32314167,0.120035089,1.234651826,204,64,0.625864161,0.942263279,4.480896269
ID2899,2899,3,253,500.3399209,925.798419,0,0,0,8.973984689,1,,32967,32967,32967,32967,8340651,0,1,Infinity,0.105619331,-0.01670566,9.326603085,8.794422713,1.834880355,1.060513395,253,72,0.613289307,0.942271881,4.526601217
ID2388,2388,37,292,586.2191781,355.1267123,0,0,0,9.64087583,1,,62313,62313,62313,62313,1.82E+07,0,0.993821935,Infinity,-0.11727596,0.271446196,13.26162378,7.423504597,3.119618704,1.786437068,292,80,0.573340659,0.938906752,4.681645888
ID2645,2645,49,281,262.5480427,921.8647687,0,0,0,9.457540802,1,,42387,42387,42387,42387,1.19E+07,0,1,Infinity,-0.078236826,-0.009798063,11.90295009,7.560278584,0.966479082,1.574406281,281,82,0.525156178,0.924342105,4.891709887
ID2904,2904,4,123,698.9105691,751.3902439,0,0,0,6.257165173,1,,10185,10185,10185,10185,1252755,0,1,Infinity,0.003684918,-0.037656814,6.461241206,6.161934141,0.241235105,1.048573558,123,50,0.618265434,0.928301887,4.508348173
ID2137,2137,,349,181.017192,800.3724928,0,0,0,10.53993123,1,,56588,56588,56588,56588,1.97E+07,0,1,Infinity,0.033233076,-0.013619586,11.11546951,10.33106102,1.700845618,1.075927196,349,82,0.652240236,0.957475995,4.389359366
ID2396,2396,39,275,354.4836364,866.2545455,0,0,0,9.356025796,1,,6508,6508,6508,6508,1789700,0,1,Infinity,0.153606912,-0.063002322,12.58307862,7.141430086,1.829126589,1.761983029,275,80,0.539961237,0.929054054,4.824181513
ID2141,2141,46,165,590.6363636,340.3212121,0,0,0,7.247146419,1,,2317,2317,2317,2317,382305,0,-0.633373243,#NAME?,0.018183749,-0.043987948,7.919030048,6.738677682,2.537688192,1.175160829,165,60,0.575958653,0.921787709,4.670993665
ID2910,2910,5,228,1130.763158,443.6315789,0,0,0,8.519075892,1,,458,458,458,458,104424,0,1,Infinity,0.241269855,-0.063044993,9.894036878,7.752674597,-1.396427577,1.276209488,228,68,0.61962208,0.946058091,4.503410014
ID2918,2918,8,241,681.373444,255.5892116,0,0,0,8.758577657,1,,43467,43467,43467,43467,1.05E+07,0,1,Infinity,-0.082581644,0.036176751,11.06762148,7.009227341,-0.472586614,1.579007348,241,72,0.584200486,0.945098039,4.63792771
ID2418,2418,,286,86.8951049,440.4685315,0,0,0,9.541311621,1,,8557,8557,8557,8557,2447302,0,1,Infinity,-0.038474695,-0.017421915,10.87596833,8.342227078,2.224601715,1.303724801,286,78,0.590726824,0.936170213,4.612236689
ID2431,2431,41,264,592.5606061,242.7424242,0,0,0,9.166995688,1,,3950,3950,3950,3950,1042800,0,1,Infinity,0.059906037,0.078820772,9.913274412,8.708647303,0.644566965,1.138325399,264,74,0.605829409,0.946236559,4.554385166
ID2688,2688,51,203,791.7044335,623.91133,0,0,0,8.038464212,1,,2452,2452,2452,2452,497756,0,1,Infinity,0.038726409,0.039211737,10.63943666,6.235035451,1.175476497,1.706395536,203,66,0.585622873,0.935483871,4.632291882
ID2689,2689,54,139,1031.913669,592.4676259,0,0,0,6.65169709,1,,65429,65429,65429,65429,9094631,0,1,Infinity,-0.021528424,-0.001215324,7.732499351,5.840911856,-0.113362862,1.323851402,139,56,0.556991555,0.908496732,4.749858006
ID2691,2691,56,217,82.12903226,192.1935484,0,0,0,8.311031543,1,,1432,1432,1432,1432,310744,0,1,Infinity,0.023544982,0.042135378,9.522704899,7.197553227,-0.205774392,1.323047513,217,68,0.589728033,0.939393939,4.616140786
ID2437,2437,,221,550.7330317,750.9502262,0,0,0,8.387281136,1,,50802,50802,50802,50802,1.12E+07,0,0.884193015,Infinity,-0.017880052,0.001380709,8.818525299,8.208952681,-1.409463173,1.074257051,221,70,0.56676896,0.926624738,4.708709558
ID2693,2693,,154,390.7077922,540.8181818,0,0,0,7.001408606,1,,20378,20378,20378,20378,3138212,0,0.507596563,Infinity,-0.122492681,-0.04718982,8.162322654,6.203857347,2.096488678,1.315685097,154,56,0.617098557,0.933333333,4.512608599
ID2182,2182,,364,950.8351648,914.8901099,0,0,0,10.76405122,1,,51981,51981,51981,51981,1.89E+07,0,1,Infinity,-0.051632186,0.28440493,14.48341935,8.388509542,0.1721641,1.726578395,364,88,0.590671346,0.952879581,4.612453282
ID2695,2695,58,259,771.1544402,248.5096525,0,0,0,9.079772052,1,,11419,11419,11419,11419,2957521,0,1,Infinity,0.0371926,-0.017047425,10.59604361,8.047879132,1.62337187,1.316625591,259,72,0.627833717,0.940108893,4.473862315
ID2697,2697,80,179,703.7430168,560.9329609,0,0,0,7.548342177,1,,9372,9372,9372,9372,1677588,0,0.746140607,Infinity,-0.01362788,-0.009990317,8.034278668,7.328766619,-0.643054593,1.096266137,179,60,0.624827872,0.925064599,4.484610557
ID2186,2186,52,178,555.2022472,559.0337079,0,0,0,7.527227892,1,,49937,49937,49937,49937,8888786,0,0.739115333,Infinity,0.018861145,-0.122102521,9.21436712,6.171153935,1.287669882,1.493135193,178,64,0.54609716,0.919896641,4.79700281
ID2442,2442,45,238,793.8655462,303.5378151,0,0,0,8.703892975,1,,18294,18294,18294,18294,4353972,0,1,Infinity,0.0021748,-0.076753282,11.14527267,6.913502038,3.109075209,1.612102319,238,74,0.546164391,0.924271845,4.796707554
ID2699,2699,81,218,1085.591743,40.77981651,0,0,0,8.330159374,1,,44444,44444,44444,44444,9688792,0,0.995487453,Infinity,0.015779682,0.052130958,9.902669829,7.061581425,2.163804778,1.402330333,218,68,0.592445673,0.939655172,4.605541138
ID2701,2701,144,224,504.0714286,606.5089286,0,0,0,8.444016491,1,,8605,8605,8605,8605,1927520,0,0.433397709,Infinity,-0.233639965,-0.107263748,10.09873752,7.207828482,0.571152535,1.401079055,224,72,0.542991323,0.927536232,4.810702354
ID2191,2191,160,257,154.3696498,739.9143969,0,0,0,9.044647077,1,,50195,50195,50195,50195,1.29E+07,0,1,Infinity,-0.189601626,-0.072714304,10.87751209,7.809815314,0.063758779,1.392800169,257,72,0.62298558,0.948339483,4.491236603
ID2447,2447,48,205,659.5268293,683,0,0,0,8.077965503,1,,48246,48246,48246,48246,9890430,0,1,Infinity,0.211538115,1.95E-17,8.685451539,7.698726196,0,1.128167351,205,64,0.628932123,0.944700461,4.469953893
ID2706,2706,83,250,386.312,601.016,0,0,0,8.920620581,1,,31648,31648,31648,31648,7912000,0,1,Infinity,-0.126736285,-0.00409778,9.584903398,8.495925095,1.525458555,1.128176542,250,70,0.641141358,0.948766603,4.427188724
ID2199,2199,65,242,487.1735537,660.4628099,0,0,0,8.776730169,1,,39701,39701,39701,39701,9607642,0,1,Infinity,-0.057802952,0.039139605,9.076143597,8.645344435,2.896838901,1.049830191,242,72,0.586624554,0.921904762,4.628335295
ID2457,2457,53,263,1092.771863,131.9505703,0,0,0,9.149617482,1,,40568,40568,40568,40568,1.07E+07,0,1,Infinity,-0.047485931,-0.05404329,11.17499514,7.516793414,0.773486937,1.486670515,263,76,0.572187582,0.93594306,4.686360761
ID2204,2204,70,282,113.1950355,910.070922,0,0,0,9.474354221,1,,43289,43289,43289,43289,1.22E+07,0,1,Infinity,0.044803357,0.048108066,12.44757917,7.266761895,1.159878964,1.712947163,282,80,0.553705705,0.933774834,4.763930673
ID2462,2462,75,260,1034.530769,96.21538462,0,0,0,9.097283683,1,,48507,48507,48507,48507,1.26E+07,0,0.984991006,Infinity,0.072699006,-0.100316992,13.77224613,6.159373233,1.884338613,2.235981748,260,80,0.510508806,0.921985816,4.961389384
ID2208,2208,73,245,478.8244898,85.34693878,0,0,0,8.830963827,1,,4379,4379,4379,4379,1072855,0,1,Infinity,-0.053838035,-0.036185309,9.826336199,8.096119884,2.165566773,1.213709325,245,70,0.628318531,0.944123314,4.472135955
ID2464,2464,78,254,1206.830709,215.2716535,0,0,0,8.991702347,1,,54651,54651,54651,54651,1.39E+07,0,1,Infinity,-0.074745119,0.001949126,9.856753873,8.347932547,3.006704879,1.180741916,254,72,0.615713375,0.942486085,4.517681797
ID2212,2212,74,269,827.2899628,880.9665428,0,0,0,9.253397181,1,,28699,28699,28699,28699,7720031,0,1,Infinity,0.085637475,-0.019268261,9.954972915,8.733864203,1.62779041,1.139813109,269,74,0.617303451,0.943859649,4.51185963
ID2215,2215,77,148,161.277027,231.8581081,0,0,0,6.863662518,1,,10269,10269,10269,10269,1519812,0,1,Infinity,-0.15380136,0.083993129,7.635367435,6.418542525,1.628336769,1.189579629,148,56,0.593055756,0.93081761,4.603171645
ID2473,2473,161,323,1213.934985,374.752322,0,0,0,10.13972846,1,,30076,30076,30076,30076,9714548,0,1,Infinity,-0.078603722,-0.016413674,12.53297937,8.377069011,0.163533938,1.496105542,323,86,0.548801745,0.92816092,4.785168003
ID2218,2218,79,171,548.5321637,325.4035088,0,0,0,7.377736139,1,,7968,7968,7968,7968,1362528,0,1,Infinity,0.005503742,-0.110904313,8.416649806,6.570252416,0.216872158,1.281023814,171,60,0.596902604,0.929347826,4.588314677
ID2222,2222,101,173,896.3468208,498.5780347,0,0,0,7.420755373,1,,13856,13856,13856,13856,2397088,0,1,Infinity,0.040004579,0.039659045,8.442032819,6.612343467,2.620558966,1.276708154,173,60,0.603883921,0.930107527,4.561715528
ID2480,2480,89,172,745.8953488,85.93604651,0,0,0,7.39927702,1,,6013,6013,6013,6013,1034236,0,1,Infinity,-0.031626652,-0.02320102,8.936524303,6.200857067,0.732377209,1.441175664,172,62,0.562282972,0.924731183,4.72745568
ID2228,2228,105,193,960.3834197,356.9170984,0,0,0,7.837972189,1,,19237,19237,19237,19237,3712741,0,1,Infinity,-0.018294373,-0.07719503,8.326973165,7.499737308,-0.640966135,1.110301978,193,62,0.6309338,0.939172749,4.462857655
ID2485,2485,93,280,244.5964286,581.4714286,0,0,0,9.440697439,1,,27773,27773,27773,27773,7776440,0,1,Infinity,0.084742535,-0.024493806,11.85149025,7.61907324,-0.204048605,1.555502865,280,78,0.578333953,0.939597315,4.661391576
ID2232,2232,107,191,917.2827225,84.4921466,0,0,0,7.797255175,1,,51239,51239,51239,51239,9786649,0,1,Infinity,-0.089505159,-0.07333151,8.137671079,7.661444293,-0.058434607,1.062158879,191,64,0.585980661,0.920481928,4.630877474
ID2236,2236,109,196,605.0306122,57.54591837,0,0,0,7.89865417,1,,21547,21547,21547,21547,4223212,0,0.653076798,Infinity,-0.074608307,-0.113979877,10.9361374,5.798385469,0.951041432,1.886065951,196,72,0.475117407,0.901149425,5.142857143
ID2500,2500,99,234,530.6410256,929.1324786,0,0,0,8.630441088,1,,44669,44669,44669,44669,1.05E+07,0,0.998692084,Infinity,-0.03469131,0.019749824,12.18540891,6.105529718,1.162115208,1.995798805,234,78,0.483321947,0.906976744,5.099019514
ID2504,2504,,246,401.6219512,551.7642276,0,0,0,8.848967849,1,,54910,54910,54910,54910,1.35E+07,0,0.921723799,Infinity,-0.053207523,-0.026045312,10.71581363,7.43074875,1.764453098,1.442090695,246,72,0.596320828,0.938931298,4.590552334
ID2252,2252,162,251,23.23505976,237.2709163,0,0,0,8.938444016,1,,23345,23345,23345,23345,5859595,0,1,Infinity,0.055121096,-0.045198777,10.03451563,8.075648027,-0.313382341,1.242564757,251,74,0.5759969,0.924493554,4.670838583
ID2256,2256,114,276,66.89855072,378.7572464,0,0,0,9.373021316,1,,41016,41016,41016,41016,1.13E+07,0,1,Infinity,-0.067090309,0.179918421,10.71960457,8.369261239,0.078524048,1.280830442,276,74,0.633367109,0.950086059,4.454276564
ID2259,2259,116,187,1024.368984,834.1336898,0,0,0,7.715176519,1,,34873,34873,34873,34873,6521251,0,1,Infinity,-0.038952102,0.006295854,8.486053669,7.08107964,-0.562230098,1.198412403,187,64,0.573708815,0.932668329,4.680143514
ID2261,2261,118,140,563.5357143,574.4071429,0,0,0,6.675581178,1,,57146,57146,57146,57146,8000440,0,0.821845527,Infinity,-0.126216191,-0.078513051,7.645383581,6.026028571,0.806414433,1.268726739,140,56,0.560998688,0.900321543,4.732863826
ID2775,2775,85,227,342.8017621,421.4185022,0,0,0,8.500373178,1,,53923,53923,53923,53923,1.22E+07,0,1,Infinity,-0.048998933,0.11937694,10.05585582,7.302686688,1.912631361,1.377007703,227,70,0.582156353,0.930327869,4.646063181
ID2264,2264,120,147,292.6870748,301.6598639,0,0,0,6.840435167,1,,9281,9281,9281,9281,1364307,0,0.867018547,Infinity,0.074014943,0.08129497,8.304438254,5.698156121,0.797172178,1.457390439,147,58,0.549124994,0.904615385,4.783759373
ID2778,2778,36,166,810.3915663,789.8313253,0,0,0,7.269074295,1,,8101,8101,8101,8101,1344766,0,0.608873915,Infinity,0.060203278,-0.06236704,8.711157495,6.148740694,0.859363126,1.416738472,166,62,0.54266845,0.912087912,4.812133259
ID2268,2268,0,311,1059.81672,560.1061093,0,0,0,9.94959168,1,,61507,61507,61507,61507,1.91E+07,0,1,Infinity,-0.016532987,-0.077210485,10.50547059,9.610064714,0.726643952,1.093173762,311,80,0.610647072,0.940998487,4.536383817
ID2782,2782,,214,699.0280374,209.2383178,0,0,0,8.253382073,1,,17829,17829,17829,17829,3815406,0,1,Infinity,-0.031907072,-0.062639899,9.123957604,7.489974911,2.350016394,1.218155963,214,68,0.581575111,0.928416486,4.648384304
