Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
ID2049,2049,632,223,256.4798206,61.07174888,0,0,0,8.425147157,1,,31511,31511,31511,31511,7026953,0,0.869307396,Infinity,0.037974547,-0.064398676,10.23240128,6.96132028,0.844548114,1.469893766,223,72,0.540567254,0.919587629,4.821476617
ID2561,2561,1,256,818.890625,267.4179688,0,0,0,9.027033337,1,,29061,29061,29061,29061,7439616,0,1,Infinity,0.26947252,-0.103846141,11.27643032,7.60582176,-1.4869606,1.482605124,256,72,0.620561512,0.948148148,4.5
ID2817,2817,2,289,162.0865052,388.9273356,0,0,0,9.59122292,1,,53701,53701,53701,53701,1.55E+07,0,1,Infinity,-0.027725964,-0.098089993,11.11718712,8.493057992,0.017036021,1.308973414,289,76,0.628753654,0.94599018,4.470588235
ID2564,2564,4,180,715.5722222,404.3388889,0,0,0,7.569397566,1,,51592,51592,51592,51592,9286560,0,1,Infinity,-0.04522218,0.168547058,9.281571378,6.230206216,1.998465774,1.489769529,180,64,0.552233084,0.930232558,4.770278352
ID2823,2823,5,186,484.3387097,909.4462366,0,0,0,7.694520052,1,,32199,32199,32199,32199,5989014,0,0.876885205,Infinity,-0.075567154,-0.039181976,8.530963873,7.162576916,1.247520329,1.191046738,186,60,0.649262482,0.944162437,4.399413451
ID2056,2056,6,193,610.0362694,734.7875648,0,0,0,7.837972189,1,,46871,46871,46871,46871,9046103,0,0.984469861,Infinity,-0.179476169,0.008669309,9.588670175,6.567488191,0.324230426,1.460020924,193,64,0.592116584,0.927884615,4.606820805
ID2314,2314,7,192,693.2864583,343.875,0,0,0,7.81764019,1,,8791,8791,8791,8791,1687872,0,1,Infinity,-0.104449721,-0.056816392,8.328929286,7.43083996,0.455256078,1.120859732,192,62,0.627664713,0.938875306,4.474464586
ID2060,2060,8,235,1219.987234,684.106383,0,0,0,8.648862541,1,,19739,19739,19739,19739,4638665,0,0.97502128,Infinity,-0.006447526,0.061090352,10.23551478,7.554418862,1.152780691,1.354904324,235,70,0.602672876,0.93625498,4.566296511
ID2572,2572,9,451,632.6407982,438.3281596,0,0,0,11.98155911,1,,24458,24458,24458,24458,1.10E+07,0,1,Infinity,-0.219513199,-0.177915707,17.45496843,7.972972128,0.730017216,2.189267459,451,116,0.421182606,0.860687023,5.462226668
ID2318,2318,10,156,421.0448718,984.8974359,0,0,0,7.04672564,1,,39767,39767,39767,39767,6203652,0,1,Infinity,-0.046020849,-0.023545274,7.482598776,6.897342482,2.311568209,1.084852434,156,60,0.544542727,0.909620991,4.803844614
