Spot.ID,Frame,Area,Quality,Source.spot.ID,IF_Divided,Time,generation_count,track
2561,0,1.065024,256,NA,N,0,0,1
2672,1,1.16487,280,2561,N,1.66666666666667,0,1
2555,2,1.1066265,266,2672,N,3.33333333333333,0,1
2893,3,1.248075,300,2555,N,5,0,1
2557,4,1.15238925,277,2893,N,6.66666666666667,0,1
2980,5,1.22727375,295,2557,N,8.33333333333333,0,1
2642,6,1.281357,308,2980,N,10,0,1
2581,7,1.19399175,287,2642,N,11.6666666666667,0,1
3620,8,1.30215825,313,2581,N,13.3333333333333,0,1
4130,9,1.248075,300,3620,N,15,0,1
4060,10,1.16487,280,4130,N,16.6666666666667,0,1
3898,11,1.314639,316,4060,N,18.3333333333333,0,1
4428,12,1.1731905,282,3898,N,20,0,1
3667,13,1.231434,296,4428,N,21.6666666666667,0,1
3993,14,1.18567125,285,3667,N,23.3333333333333,0,1
3931,15,1.28551725,309,3993,N,25,0,1
5007,16,1.30215825,313,3931,N,26.6666666666667,0,1
5304,17,1.6224975,390,5007,N,28.3333333333333,0,1
5044,18,1.64329875,395,5304,N,30,0,1
5004,19,1.35208125,325,5044,N,31.6666666666667,0,1
5812,20,1.69322175,407,5004,N,33.3333333333333,0,1
5761,21,1.897074,456,5812,N,35,0,1
5036,22,2.16749025,521,5761,N,36.6666666666667,0,1
5510,23,2.30893875,555,5036,N,38.3333333333333,0,1
7205,24,2.595996,624,5510,N,40,0,1
6181,25,1.38536325,333,7205,Y,41.6666666666667,1,1
2817,0,1.20231225,289,NA,N,0,0,2
2915,1,1.364562,328,2817,N,1.66666666666667,0,2
3011,2,1.29383775,311,2915,N,3.33333333333333,0,2
3137,3,1.3728825,330,3011,N,5,0,2
2770,4,1.36040175,327,3137,N,6.66666666666667,0,2
3221,5,1.41032475,339,2770,N,8.33333333333333,0,2
2939,6,1.36872225,329,3221,N,10,0,2
2756,7,1.4228055,342,2939,N,11.6666666666667,0,2
4455,8,1.43528625,345,2756,N,13.3333333333333,0,2
4319,9,1.297998,312,4455,N,15,0,2
4258,10,1.20231225,289,4319,N,16.6666666666667,0,2
4082,11,1.19399175,287,4258,N,18.3333333333333,0,2
4500,12,1.26055575,303,4082,N,20,0,2
3856,13,1.24391475,299,4500,N,21.6666666666667,0,2
4194,14,1.3229595,318,3856,N,23.3333333333333,0,2
4118,15,1.214793,292,4194,N,25,0,2
5209,16,1.33128,320,4118,N,26.6666666666667,0,2
5529,17,1.4394465,346,5209,N,28.3333333333333,0,2
5271,18,1.5060105,362,5529,N,30,0,2
5243,19,1.6391385,394,5271,N,31.6666666666667,0,2
5900,20,1.65161925,397,5243,N,33.3333333333333,0,2
5853,21,1.747305,420,5900,N,35,0,2
5254,22,1.96779825,473,5853,N,36.6666666666667,0,2
5591,23,1.913715,460,5254,N,38.3333333333333,0,2
7252,24,0.91109475,219,5591,Y,40,1,2
6302,25,1.048383,252,7252,N,41.6666666666667,1,2
2564,0,0.748845,180,NA,N,0,0,3
2677,1,0.7738065,186,2564,N,1.66666666666667,0,3
2707,2,0.798768,192,2677,N,3.33333333333333,0,3
2894,3,0.8570115,206,2707,N,5,0,3
2559,4,0.815409,196,2894,N,6.66666666666667,0,3
2986,5,0.815409,196,2559,N,8.33333333333333,0,3
2645,6,0.76132575,183,2986,N,10,0,3
2589,7,0.7738065,186,2645,N,11.6666666666667,0,3
3622,8,0.72804375,175,2589,N,13.3333333333333,0,3
4135,9,0.815409,196,3622,N,15,0,3
4064,10,0.77796675,187,4135,N,16.6666666666667,0,3
3902,11,0.748845,180,4064,N,18.3333333333333,0,3
4430,12,0.74468475,179,3902,N,20,0,3
3668,13,0.78628725,189,4430,N,21.6666666666667,0,3
3998,14,0.748845,180,3668,N,23.3333333333333,0,3
3936,15,0.7738065,186,3998,N,25,0,3
5011,16,0.748845,180,3936,N,26.6666666666667,0,3
5309,17,0.748845,180,5011,N,28.3333333333333,0,3
5055,18,0.81956925,197,5309,N,30,0,3
5015,19,0.86117175,207,5055,N,31.6666666666667,0,3
5816,20,0.85285125,205,5015,N,33.3333333333333,0,3
5763,21,0.80292825,193,5816,N,35,0,3
5045,22,0.80292825,193,5763,N,36.6666666666667,0,3
5515,23,0.76964625,185,5045,N,38.3333333333333,0,3
7213,24,0.62819775,151,5515,N,40,0,3
6200,25,0.5907555,142,7213,N,41.6666666666667,0,3
7102,26,0.52835175,127,6200,N,43.3333333333333,0,3
6842,27,0.56995425,137,7102,N,45,0,3
6803,28,0.5075505,122,6842,N,46.6666666666667,0,3
6222,29,0.5241915,126,6803,N,48.3333333333333,0,3
6975,30,0.65315925,157,6222,N,50,0,3
6303,31,0.54499275,131,6975,N,51.6666666666667,0,3
7558,32,0.5241915,126,6303,N,53.3333333333333,0,3
8401,33,0.49923,120,7558,N,55,0,3
7960,34,0.53667225,129,8401,N,56.6666666666667,0,3
7618,35,0.59491575,143,7960,N,58.3333333333333,0,3
8441,36,0.60323625,145,7618,N,60,0,3
8141,37,0.4576275,110,8441,N,61.6666666666667,0,3
7650,38,0.549153,132,8141,N,63.3333333333333,0,3
8672,39,0.54499275,131,7650,N,65,0,3
9047,40,0.565794,136,8672,N,66.6666666666667,0,3
8865,41,0.56995425,137,9047,N,68.3333333333333,0,3
9445,42,0.5408325,130,8865,N,70,0,3
9244,43,0.7238835,174,9445,N,71.6666666666667,0,3
9641,44,0.6739605,162,9244,N,73.3333333333333,0,3
9852,45,0.75300525,181,9641,N,75,0,3
10176,46,0.71140275,171,9852,N,76.6666666666667,0,3
10145,47,0.68644125,165,10176,N,78.3333333333333,0,3
10521,48,0.75300525,181,10145,N,80,0,3
11951,49,0.72804375,175,10521,N,81.6666666666667,0,3
10936,50,0.7238835,174,11951,N,83.3333333333333,0,3
11656,51,0.79460775,191,10936,N,85,0,3
11011,52,0.698922,168,11656,N,86.6666666666667,0,3
11563,53,0.86117175,207,11011,N,88.3333333333333,0,3
11338,54,0.8070885,194,11563,N,90,0,3
10672,55,0.798768,192,11338,N,91.6666666666667,0,3
12762,56,0.7738065,186,10672,N,93.3333333333333,0,3
12516,57,0.7738065,186,12762,N,95,0,3
13556,62,0.66564,160,12516,N,103.333333333333,0,3
13543,63,0.71140275,171,13556,N,105,0,3
15273,64,0.79460775,191,13543,N,106.666666666667,0,3
14804,65,0.7405245,178,15273,N,108.333333333333,0,3
15000,66,0.77796675,187,14804,N,110,0,3
14778,67,0.69476175,167,15000,N,111.666666666667,0,3
14633,68,0.632358,152,14778,N,113.333333333333,0,3
14693,69,0.66147975,159,14633,N,115,0,3
15474,70,0.582435,140,14693,N,116.666666666667,0,3
2823,0,0.7738065,186,NA,N,0,0,4
2918,1,0.99429975,239,2823,N,1.66666666666667,0,4
3018,2,1.0400625,250,2918,N,3.33333333333333,0,4
3141,3,0.9568575,230,3018,N,5,0,4
2946,6,1.248075,300,3141,N,10,0,4
2762,7,1.12742775,271,2946,N,11.6666666666667,0,4
4457,8,1.2064725,290,2762,N,13.3333333333333,0,4
4324,9,1.16903025,281,4457,N,15,0,4
4264,10,1.22727375,295,4324,N,16.6666666666667,0,4
4087,11,1.1898315,286,4264,N,18.3333333333333,0,4
4502,12,1.3229595,318,4087,N,20,0,4
3861,13,1.33128,320,4502,N,21.6666666666667,0,4
4199,14,1.2730365,306,3861,N,23.3333333333333,0,4
4125,15,1.40200425,337,4199,N,25,0,4
5215,16,1.4061645,338,4125,N,26.6666666666667,0,4
5531,17,1.44360675,347,5215,N,28.3333333333333,0,4
5277,18,1.53513225,369,5531,N,30,0,4
5252,19,1.5392925,370,5277,N,31.6666666666667,0,4
5902,20,1.54345275,371,5252,N,33.3333333333333,0,4
5855,21,1.647459,396,5902,N,35,0,4
5260,22,1.6890615,406,5855,N,36.6666666666667,0,4
5592,23,1.74314475,419,5260,N,38.3333333333333,0,4
7254,24,1.85963175,447,5592,N,40,0,4
6308,25,1.93451625,465,7254,N,41.6666666666667,0,4
7297,26,2.0385225,490,6308,N,43.3333333333333,0,4
6933,27,2.313099,556,7297,N,45,0,4
6910,28,2.48366925,597,6933,N,46.6666666666667,0,4
6296,29,1.22727375,295,6910,Y,48.3333333333333,1,4
7076,30,1.248075,300,6296,N,50,1,4
6379,31,1.33128,320,7076,N,51.6666666666667,1,4
2056,0,0.80292825,193,NA,N,0,0,5
2053,1,0.78628725,189,2056,N,1.66666666666667,0,5
2113,2,0.8403705,202,2053,N,3.33333333333333,0,5
2102,3,0.881973,212,2113,N,5,0,5
2078,4,0.85285125,205,2102,N,6.66666666666667,0,5
2052,5,0.931896,224,2078,N,8.33333333333333,0,5
2110,6,0.90277425,217,2052,N,10,0,5
2080,7,0.93605625,225,2110,N,11.6666666666667,0,5
3378,8,0.9402165,226,2080,N,13.3333333333333,0,5
3771,9,0.915255,220,3378,N,15,0,5
3290,10,0.931896,224,3771,N,16.6666666666667,0,5
3350,11,0.94437675,227,3290,N,18.3333333333333,0,5
3369,12,0.9734985,234,3350,N,20,0,5
3431,13,0.9235755,222,3369,N,21.6666666666667,0,5
3540,14,0.96101775,231,3431,N,23.3333333333333,0,5
3492,15,1.02758175,247,3540,N,25,0,5
4643,16,1.03590225,249,3492,N,26.6666666666667,0,5
4916,17,1.0067805,242,4643,N,28.3333333333333,0,5
4669,18,1.0067805,242,4916,N,30,0,5
4607,19,0.97765875,235,4669,N,31.6666666666667,0,5
5491,20,1.031742,248,4607,N,33.3333333333333,0,5
5508,21,1.06086375,255,5491,N,35,0,5
4656,22,1.03590225,249,5508,N,36.6666666666667,0,5
4627,23,1.01094075,243,4656,N,38.3333333333333,0,5
6651,24,1.0733445,258,4627,N,40,0,5
5968,25,1.1232675,270,6651,N,41.6666666666667,0,5
6447,26,1.148229,276,5968,N,43.3333333333333,0,5
2314,0,0.798768,192,NA,N,0,0,6
2288,1,0.815409,196,2314,N,1.66666666666667,0,6
2333,2,0.848691,204,2288,N,3.33333333333333,0,6
2372,3,0.86117175,207,2333,N,5,0,6
2344,4,1.00262025,241,2372,N,6.66666666666667,0,6
2367,5,0.89445375,215,2344,N,8.33333333333333,0,6
2388,6,0.965178,232,2367,N,10,0,6
2412,7,0.96933825,233,2388,N,11.6666666666667,0,6
3479,8,1.00262025,241,2412,N,13.3333333333333,0,6
3930,9,1.00262025,241,3479,N,15,0,6
3593,10,1.031742,248,3930,N,16.6666666666667,0,6
3713,11,0.99429975,239,3593,N,18.3333333333333,0,6
3487,12,1.01926125,245,3713,N,20,0,6
3565,13,1.031742,248,3487,N,21.6666666666667,0,6
3775,14,1.0567035,254,3565,N,23.3333333333333,0,6
3734,15,1.0899855,262,3775,N,25,0,6
4813,16,1.248075,300,3734,N,26.6666666666667,0,6
5085,17,1.2231135,294,4813,N,28.3333333333333,0,6
4857,18,1.1399085,274,5085,N,30,0,6
4776,19,1.16487,280,4857,N,31.6666666666667,0,6
5703,20,1.13574825,273,4776,N,33.3333333333333,0,6
5677,21,1.24391475,299,5703,N,35,0,6
4841,22,1.198152,288,5677,N,36.6666666666667,0,6
4823,23,1.181511,284,4841,N,38.3333333333333,0,6
6946,24,1.21063275,291,4823,N,40,0,6
6067,25,1.1731905,282,6946,N,41.6666666666667,0,6
6719,26,1.2231135,294,6067,N,43.3333333333333,0,6
6725,27,1.22727375,295,6719,N,45,0,6
6688,28,1.148229,276,6725,N,46.6666666666667,0,6
6096,29,1.198152,288,6688,N,48.3333333333333,0,6
6793,30,1.19399175,287,6096,N,50,0,6
6143,31,1.1565495,278,6793,N,51.6666666666667,0,6
7442,32,1.181511,284,6143,N,53.3333333333333,0,6
8273,33,1.11910725,269,7442,N,55,0,6
7914,34,1.26887625,305,8273,N,56.6666666666667,0,6
7567,35,1.15238925,277,7914,N,58.3333333333333,0,6
8328,36,1.1731905,282,7567,N,60,0,6
8085,37,1.15238925,277,8328,N,61.6666666666667,0,6
7487,38,1.16903025,281,8085,N,63.3333333333333,0,6
8629,39,1.214793,292,7487,N,65,0,6
9007,40,1.16070975,279,8629,N,66.6666666666667,0,6
8822,41,1.0733445,258,9007,N,68.3333333333333,0,6
9402,42,1.131588,272,8822,N,70,0,6
9198,43,1.06086375,255,9402,N,71.6666666666667,0,6
9598,44,1.07750475,259,9198,N,73.3333333333333,0,6
9805,45,1.09414575,263,9598,N,75,0,6
10065,46,1.131588,272,9805,N,76.6666666666667,0,6
10044,47,1.16903025,281,10065,N,78.3333333333333,0,6
10482,48,1.10246625,265,10044,N,80,0,6
11911,49,1.11078675,267,10482,N,81.6666666666667,0,6
10785,50,1.06086375,255,11911,N,83.3333333333333,0,6
11589,51,1.15238925,277,10785,N,85,0,6
10891,52,1.0733445,258,11589,N,86.6666666666667,0,6
11442,53,1.0400625,250,10891,N,88.3333333333333,0,6
11259,54,1.14406875,275,11442,N,90,0,6
10631,55,1.131588,272,11259,N,91.6666666666667,0,6
12598,56,1.15238925,277,10631,N,93.3333333333333,0,6
12270,57,1.1399085,274,12598,N,95,0,6
12332,58,1.12742775,271,12270,N,96.6666666666667,0,6
12228,59,1.081665,260,12332,N,98.3333333333333,0,6
2060,0,0.97765875,235,NA,N,0,0,7
2058,1,1.1898315,286,2060,N,1.66666666666667,0,7
2122,2,1.28551725,309,2058,N,3.33333333333333,0,7
2118,3,1.2730365,306,2122,N,5,0,7
2087,4,1.35208125,325,2118,N,6.66666666666667,0,7
2059,5,1.36040175,327,2087,N,8.33333333333333,0,7
2117,6,1.43528625,345,2059,N,10,0,7
2099,7,1.5226515,366,2117,N,11.6666666666667,0,7
3381,8,1.4394465,346,2099,N,13.3333333333333,0,7
3776,9,1.36872225,329,3381,N,15,0,7
3291,10,1.42696575,343,3776,N,16.6666666666667,0,7
3355,11,1.48520925,357,3291,N,18.3333333333333,0,7
3373,12,1.46856825,353,3355,N,20,0,7
3434,13,1.46024775,351,3373,N,21.6666666666667,0,7
3544,14,1.431126,344,3434,N,23.3333333333333,0,7
3497,15,1.4893695,358,3544,N,25,0,7
4654,16,1.4893695,358,3497,N,26.6666666666667,0,7
4921,17,1.414485,340,4654,N,28.3333333333333,0,7
4675,18,1.41032475,339,4921,N,30,0,7
4609,19,1.3728825,330,4675,N,31.6666666666667,0,7
5493,20,1.3562415,326,4609,N,33.3333333333333,0,7
5511,21,1.71818325,413,5493,N,35,0,7
4661,22,1.83467025,441,5511,N,36.6666666666667,0,7
4639,23,2.00940075,483,4661,N,38.3333333333333,0,7
6655,24,2.0884455,502,4639,N,40,0,7
5976,25,0.865332,208,6655,Y,41.6666666666667,1,7
2318,0,0.648999,156,NA,N,0,0,8
2299,1,0.70308225,169,2318,N,1.66666666666667,0,8
2336,2,0.66147975,159,2299,N,3.33333333333333,0,8
2392,3,0.67812075,163,2336,N,5,0,8
2348,4,0.69476175,167,2392,N,6.66666666666667,0,8
2369,5,0.6906015,166,2348,N,8.33333333333333,0,8
2391,6,0.69476175,167,2369,N,10,0,8
2420,7,0.7072425,170,2391,N,11.6666666666667,0,8
3482,8,0.69476175,167,2420,N,13.3333333333333,0,8
3940,9,0.70308225,169,3482,N,15,0,8
3643,10,0.6739605,162,3940,N,16.6666666666667,0,8
3715,11,0.6739605,162,3643,N,18.3333333333333,0,8
3491,12,0.69476175,167,3715,N,20,0,8
3584,13,0.748845,180,3491,N,21.6666666666667,0,8
3786,14,0.71972325,173,3584,N,23.3333333333333,0,8
3739,15,0.68644125,165,3786,N,25,0,8
4822,16,0.6906015,166,3739,N,26.6666666666667,0,8
5093,17,0.74468475,179,4822,N,28.3333333333333,0,8
4861,18,0.68644125,165,5093,N,30,0,8
4781,19,0.70308225,169,4861,N,31.6666666666667,0,8
5704,20,0.782127,188,4781,N,33.3333333333333,0,8
5679,21,0.782127,188,5704,N,35,0,8
4843,22,0.732204,176,5679,N,36.6666666666667,0,8
4827,23,0.7238835,174,4843,N,38.3333333333333,0,8
